"Step","dashing-field-5 - train-top5-acc","dashing-field-5 - train-top5-acc__MIN","dashing-field-5 - train-top5-acc__MAX","robust-breeze-3 - train-top5-acc","robust-breeze-3 - train-top5-acc__MIN","robust-breeze-3 - train-top5-acc__MAX","eager-sun-1 - train-top5-acc","eager-sun-1 - train-top5-acc__MIN","eager-sun-1 - train-top5-acc__MAX"
"31","96.39102251101762","96.39102251101762","96.39102251101762","95.4685308994391","95.4685308994391","95.4685308994391","","",""
"32","96.32677909655449","96.32677909655449","96.32677909655449","95.42518028846153","95.42518028846153","95.42518028846153","","",""
"33","95.97308819110577","95.97308819110577","95.97308819110577","94.96162610176282","94.96162610176282","94.96162610176282","","",""
"34","96.0514166416266","96.0514166416266","96.0514166416266","95.12383876702724","95.12383876702724","95.12383876702724","","",""
"35","96.03686210436699","96.03686210436699","96.03686210436699","95.0893304286859","95.0893304286859","95.0893304286859","","",""
"36","96.19015424679488","96.19015424679488","96.19015424679488","95.28832068810097","95.28832068810097","95.28832068810097","","",""
"37","95.89554224258814","95.89554224258814","95.89554224258814","94.99417818509616","94.99417818509616","94.99417818509616","","",""
"38","96.19430150741186","96.19430150741186","96.19430150741186","95.32408102964743","95.32408102964743","95.32408102964743","","",""
"39","96.28820174779648","96.28820174779648","96.28820174779648","95.43245755709134","95.43245755709134","95.43245755709134","","",""
"40","95.71016751802884","95.71016751802884","95.71016751802884","94.71286871494391","94.71286871494391","94.71286871494391","","",""
"41","95.78012319711539","95.78012319711539","95.78012319711539","94.8818108974359","94.8818108974359","94.8818108974359","","",""
"42","96.02175981570512","96.02175981570512","96.02175981570512","95.14715732672276","95.14715732672276","95.14715732672276","","",""
"43","95.7751934344952","95.7751934344952","95.7751934344952","94.88541040665064","94.88541040665064","94.88541040665064","","",""
"44","","","","95.54944160657051","95.54944160657051","95.54944160657051","","",""
"45","","","","95.15443459535257","95.15443459535257","95.15443459535257","","",""
"46","","","","95.26461087740384","95.26461087740384","95.26461087740384","","",""
"47","","","","95.07172413361378","95.07172413361378","95.07172413361378","","",""
"48","","","","95.80985827323718","95.80985827323718","95.80985827323718","","",""
"49","","","","95.25232559595352","95.25232559595352","95.25232559595352","","",""
"50","","","","95.11812650240384","95.11812650240384","95.11812650240384","","",""
"51","","","","95.11084923377403","95.11084923377403","95.11084923377403","","",""
"52","","","","95.4059307391827","95.4059307391827","95.4059307391827","","",""
"53","","","","95.7096197666266","95.7096197666266","95.7096197666266","","",""
"54","","","","95.55006760817308","95.55006760817308","95.55006760817308","","",""
"55","","","","95.33034104567308","95.33034104567308","95.33034104567308","","",""
"56","","","","95.19927196013622","95.19927196013622","95.19927196013622","","",""
"57","","","","95.28949444110577","95.28949444110577","95.28949444110577","","",""
"58","","","","95.26476737780449","95.26476737780449","95.26476737780449","","",""
"59","","","","95.44787284655449","95.44787284655449","95.44787284655449","","",""
"60","","","","95.58434119591347","95.58434119591347","95.58434119591347","","",""
"61","","","","95.4620361328125","95.4620361328125","95.4620361328125","","",""
"62","","","","95.7317645733173","95.7317645733173","95.7317645733173","","",""
"63","","","","95.81580528846153","95.81580528846153","95.81580528846153","","",""
"64","","","","95.61485877403847","95.61485877403847","95.61485877403847","","",""
"65","","","","95.58434119591347","95.58434119591347","95.58434119591347","","",""
"66","","","","95.26234162159456","95.26234162159456","95.26234162159456","","",""
"67","","","","95.57197766426282","95.57197766426282","95.57197766426282","","",""
"68","","","","95.8343505859375","95.8343505859375","95.8343505859375","","",""
"69","","","","95.68990071614583","95.68990071614583","95.68990071614583","","",""
"70","","","","95.35811986678686","95.35811986678686","95.35811986678686","","",""
"71","","","","95.53011380709134","95.53011380709134","95.53011380709134","","",""
"72","","","","95.4384045723157","95.4384045723157","95.4384045723157","","",""
"73","","","","95.18002241085738","95.18002241085738","95.18002241085738","","",""
"74","","","","95.95360389122597","95.95360389122597","95.95360389122597","","",""
"75","","","","95.6978039863782","95.6978039863782","95.6978039863782","","",""
"76","","","","95.64115084134616","95.64115084134616","95.64115084134616","","",""
"77","","","","95.48144218249199","95.48144218249199","95.48144218249199","","",""
"78","","","","95.54349459134616","95.54349459134616","95.54349459134616","","",""
"79","","","","95.53089630909456","95.53089630909456","95.53089630909456","","",""
"80","","","","95.74710161258012","95.74710161258012","95.74710161258012","","",""
"81","","","","95.96268091446314","95.96268091446314","95.96268091446314","","",""
"82","","","","95.7767584385016","95.7767584385016","95.7767584385016","","",""
"83","","","","95.58035043569711","95.58035043569711","95.58035043569711","","",""
"84","","","","95.89742024739583","95.89742024739583","95.89742024739583","","",""
"85","","","","95.58692345252403","95.58692345252403","95.58692345252403","","",""
"86","","","","95.78700921474359","95.78700921474359","95.78700921474359","","",""
"87","","","","95.70875901442308","95.70875901442308","95.70875901442308","","",""
"88","","","","95.44536884014423","95.44536884014423","95.44536884014423","","",""
"89","","","","95.98208696414262","95.98208696414262","95.98208696414262","","",""
"90","","","","95.64537635216347","95.64537635216347","95.64537635216347","","",""
"91","","","","95.76243865184294","95.76243865184294","95.76243865184294","","",""
"92","","","","95.77018542167468","95.77018542167468","95.77018542167468","","",""
"93","","","","95.7271478114984","95.7271478114984","95.7271478114984","","",""
"94","","","","95.86330316005609","95.86330316005609","95.86330316005609","","",""
"95","","","","95.57690742688301","95.57690742688301","95.57690742688301","","",""
"96","","","","95.47142615685097","95.47142615685097","95.47142615685097","","",""
"97","","","","95.83020332532051","95.83020332532051","95.83020332532051","","",""
"98","","","","96.0323235927484","96.0323235927484","96.0323235927484","","",""
"99","","","","95.92073880709134","95.92073880709134","95.92073880709134","","",""
"100","","","","95.97066243489583","95.97066243489583","95.97066243489583","","",""
"101","","","","95.6363775791266","95.6363775791266","95.6363775791266","","",""
"102","","","","95.76893341846956","95.76893341846956","95.76893341846956","","",""
"103","","","","96.28648024338942","96.28648024338942","96.28648024338942","","",""
"104","","","","95.73638133513622","95.73638133513622","95.73638133513622","","",""
"105","","","","95.9430401141827","95.9430401141827","95.9430401141827","","",""
"106","","","","95.85485213842148","95.85485213842148","95.85485213842148","","",""
"107","","","","96.02496807391827","96.02496807391827","96.02496807391827","","",""
"108","","","","95.76267340244391","95.76267340244391","95.76267340244391","","",""
"109","","","","95.745849609375","95.745849609375","95.745849609375","","",""
